Name,Price,Sold By,Location,Model Year,Mileage,Fuel Type,Engine Capacity,Transmission
Honda Vezel  2019 Hybrid RS Honda Sensing  for Sale,PKR 81lacs,N/A,Gujranwala,2019,"61,000 km",Petrol,1500 cc,Automatic
Toyota Corolla  2012 Altis 1.6 for Sale8.3/10,PKR 32.5lacs,N/A,Lahore,2012,"169,436 km",Petrol,1600 cc,Manual
Hyundai Tucson  2023 FWD A/T GLS Sport for Sale,PKR 79.9lacs,N/A,Lahore,2023,"26,500 km",Petrol,2000 cc,Automatic
Toyota Corolla  2015 GLi Automatic 1.3 VVTi for Sale,PKR 34.5lacs,N/A,Karachi,2015,"90,000 km",Petrol,1300 cc,Automatic
Hyundai Tucson  2023 FWD A/T GLS Sport for Sale,PKR 82.75lacs,N/A,Karachi,2023,"4,000 km",Petrol,2000 cc,Automatic
Toyota Corolla  2018 Altis Grande CVT-i 1.8 for Sale,PKR 49.25lacs,N/A,Karachi,2018,"78,500 km",Petrol,1800 cc,Automatic
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 62.5lacs,N/A,Islamabad,2021,"70,000 km",Petrol,1800 cc,Automatic
Toyota Aqua  2015 S for Sale,PKR 42lacs,N/A,Karachi,2015,"67,000 km",Hybrid,1500 cc,Automatic
Honda City 5th (GM2) Generation 2018 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 38.5lacs,N/A,Karachi,2018,"83,000 km",Petrol,1500 cc,Automatic
Toyota Prius  2011 S LED Edition 1.8 for Sale,PKR 40.75lacs,N/A,Bahawalpur,2011,"67,000 km",Hybrid,1800 cc,Automatic
Toyota Land Cruiser  2009 ZX for Sale,PKR 2.42crore,N/A,Lahore,2009,"79,000 km",Petrol,4600 cc,Automatic
Toyota Aqua  2015 S for Sale,PKR 41lacs,N/A,Rawalpindi,2015,"85,856 km",Hybrid,1500 cc,Automatic
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 57.5lacs,N/A,Lahore,2020,"66,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2022 Altis 1.6 X CVT-i for Sale,PKR 58lacs,N/A,Faisalabad,2022,"35,000 km",Petrol,1600 cc,Automatic
Honda Vezel  2016 Hybrid Z Honda Sensing  for Sale,PKR 62lacs,N/A,Peshawar,2016,"73,000 km",Hybrid,1500 cc,Automatic
Toyota Corolla  2018 Altis Automatic 1.6 for Sale,PKR 47lacs,N/A,Faisalabad,2018,"120,000 km",Petrol,1600 cc,Automatic
Hyundai Sonata  2023 2.0 for Sale,PKR 94.3lacs,N/A,Jhelum,2023,"21,000 km",Petrol,2000 cc,Automatic
Toyota Fortuner  2022 Legender  for Sale,PKR 1.69crore,N/A,Karachi,2022,"28,000 km",Diesel,2800 cc,Automatic
Honda Civic  2010 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 27.5lacs,N/A,Sargodha,2010,"96,583 km",Petrol,1800 cc,Automatic
Toyota Corolla 9th (E120) Generation 2007 XLi for Sale,PKR 18.85lacs,N/A,Wah cantt,2007,"212,000 km",Petrol,1300 cc,Manual
Toyota Corolla  2022 Altis 1.6 X CVT-i Special Edition for Sale,PKR 63lacs,N/A,Lahore,2022,"25,000 km",Petrol,1600 cc,Automatic
Toyota Corolla 9th (E120) Generation 2005 SE Saloon for Sale,PKR 17.2lacs,N/A,Karachi,2005,"168,000 km",Petrol,1600 cc,Manual
Toyota Corolla Axio  2017 Hybrid 1.5 for Sale,PKR 59.5lacs,N/A,Lahore,2017,"124,000 km",Hybrid,1500 cc,Automatic
Toyota Premio  2006 X 1.8 for Sale,PKR 33.5lacs,N/A,Islamabad,2006,"200,000 km",Petrol,1800 cc,Automatic
Honda Civic  2007 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 22.5lacs,N/A,Attock,2007,"250,000 km",Petrol,1800 cc,Automatic
Hyundai Tucson  2021 AWD A/T Ultimate for Sale,PKR 73lacs,N/A,Karachi,2021,"26,000 km",Petrol,2000 cc,Automatic
Proton Saga  2022 1.3L Ace A/T for Sale,PKR 30lacs,N/A,Karachi,2022,"36,000 km",Petrol,1299 cc,Automatic
Honda N Wgn  2014 G for Sale,PKR 25.7lacs,N/A,Okara,2014,"177,335 km",Petrol,660 cc,Automatic
Honda City 5th (GM2) Generation 2020 1.5 i-VTEC Prosmatec for Sale,PKR 45.5lacs,N/A,Faisalabad,2020,"66,000 km",Petrol,1500 cc,Automatic
Toyota Corolla  2007 Altis Automatic 1.8 for Sale,PKR 19.75lacs,N/A,Faisalabad,2007,"280,000 km",Petrol,1800 cc,Automatic
Toyota Land Cruiser  2010 ZX for Sale,PKR 2.45crore,N/A,Islamabad,2010,"110,000 km",Petrol,4600 cc,Automatic
Toyota Aqua  2017 S for Sale,PKR 47lacs,N/A,Karachi,2017,"121,000 km",Hybrid,1500 cc,Automatic
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,Call,N/A,Karachi,2019,"59,500 km",Petrol,1800 cc,Automatic
Toyota Corolla  2024 Altis Grande X CVT-i 1.8 Black Interior for Sale,PKR 78.9lacs,N/A,Lahore,2024,10 km,Petrol,1800 cc,Automatic
Toyota Yaris  2024 GLI CVT 1.3 for Sale,PKR 50.2lacs,N/A,Lahore,2024,30 km,Petrol,1300 cc,Automatic
Toyota Land Cruiser  2019 ZX for Sale,PKR 4.55crore,N/A,Gujranwala,2019,"29,000 km",Petrol,4600 cc,Automatic
Toyota Prado  2019 TX L Package 2.7 for Sale,PKR 2.8crore,N/A,Gujranwala,2019,"86,000 km",Petrol,2700 cc,Automatic
Honda Vezel  2016 Hybrid RS Honda Sensing  for Sale,PKR 57lacs,N/A,Lahore,2016,"115,534 km",Hybrid,1500 cc,Automatic
Hyundai Sonata  2021 2.5 for Sale9.8/10,PKR 86.5lacs,N/A,Lahore,2021,"38,470 km",Petrol,2500 cc,Automatic
Honda Vezel  2019 Hybrid Z for Sale,PKR 79.8lacs,N/A,Islamabad,2019,"57,000 km",Hybrid,1500 cc,Automatic
Toyota C-HR  2018 G-LED for Sale9.4/10,PKR 82lacs,N/A,Karachi,2018,"143,074 km",Hybrid,1800 cc,Automatic
Toyota Prado  2018 TX L Package 2.7 for Sale,Call,N/A,Lahore,2018,"39,000 km",Petrol,2700 cc,Automatic
Audi A6  2015 1.8 TFSI Business Class Edition for Sale,PKR 1.14crore,N/A,Lahore,2015,"100,000 km",Petrol,1800 cc,Automatic
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 52lacs,N/A,Faisalabad,2017,"39,800 km",Petrol,1800 cc,Automatic
Toyota Corolla  2015 GLi 1.3 VVTi for Sale,PKR 36.5lacs,N/A,Faisalabad,2015,"93,000 km",Petrol,1300 cc,Manual
Hyundai Tucson  2021 AWD A/T Ultimate for Sale,PKR 74.5lacs,N/A,Karachi,2021,"39,000 km",Petrol,2000 cc,Automatic
Honda Civic Reborn 2012 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 30.5lacs,N/A,Lahore,2012,"180,000 km",Petrol,1800 cc,Automatic
Toyota Belta  2006 X Business B Package 1.0 for Sale,PKR 21.5lacs,N/A,Lahore,2006,"117,000 km",Petrol,1000 cc,Automatic
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 55.5lacs,N/A,Islamabad,2020,"105,000 km",Petrol,1800 cc,Automatic
Honda Civic 11th Generation 2022 RS for Sale,PKR 88.5lacs,N/A,Rawalpindi,2022,"30,000 km",Petrol,1500 cc,Automatic
Honda Civic  2023 RS for Sale,PKR 94.9lacs,N/A,Rawalpindi,2023,"10,267 km",Petrol,1500 cc,Automatic
Changan Alsvin  2022 1.5L DCT Lumiere for Sale,PKR 39.95lacs,N/A,Islamabad,2022,"41,000 km",Petrol,1500 cc,Automatic
Toyota Prius  2021 S for Sale,PKR 1.01crore,N/A,Karachi,2021,"15,000 km",Hybrid,1800 cc,Automatic
Toyota Corolla  2012 GLi Automatic 1.6 VVTi for Sale,PKR 28.45lacs,N/A,Lahore,2012,"101,000 km",Petrol,1600 cc,Automatic
Toyota Aqua  2012 G LED Soft Leather Selection  for Sale,PKR 40lacs,N/A,Lahore,2012,"75,000 km",Hybrid,1500 cc,Automatic
Honda Civic EG 1995 EX for Sale,PKR 9lacs,N/A,Islamabad,1995,"300,000 km",Petrol,1500 cc,Manual
Honda Civic Reborn 2006 MXST (Hybrid) for Sale,PKR 29.8lacs,N/A,Lahore,2006,"159,000 km",Hybrid,1300 cc,Automatic
Toyota Aqua  2014 G for Sale,PKR 40.5lacs,N/A,Karachi,2014,"90,000 km",Hybrid,1500 cc,Automatic
Toyota Corolla  2015 GLi 1.3 VVTi for Sale,PKR 35lacs,N/A,Raiwind,2015,"135,000 km",Petrol,1300 cc,Manual
Toyota C-HR  2018 S-LED for Sale,PKR 73.75lacs,N/A,Multan,2018,"95,000 km",Hybrid,1800 cc,Automatic
Toyota Prado  2020 TX L Package 2.7 for Sale,PKR 3.14crore,N/A,Lahore,2020,"19,000 km",Petrol,2700 cc,Automatic
Audi e-tron  2022 50 Quattro 230 kW for Sale,Call,N/A,Lahore,2022,"1,200 km",Electric,60.0 kWh,Automatic
Suzuki Liana  2007 LXi for Sale,PKR 12lacs,N/A,Karachi,2007,"82,000 km",Petrol,1300 cc,Manual
Honda Vezel  2014 Hybrid Z for Sale,PKR 50lacs,N/A,Islamabad,2014,"100,000 km",Hybrid,1500 cc,Automatic
Mercedes Benz C Class  2016 C180 AMG for Sale,PKR 1.54crore,N/A,Islamabad,2016,"49,000 km",Petrol,1600 cc,Automatic
Toyota Corolla  2016 GLi 1.3 VVTi for Sale,PKR 31.65lacs,N/A,Karachi,2016,"85,000 km",Petrol,1300 cc,Manual
Toyota Premio  2010 F L Package 1.5 for Sale,PKR 42lacs,N/A,Quetta,2010,262 km,Petrol,1500 cc,Automatic
Mercedes Benz C Class  2021 C200 for Sale,PKR 3.2crore,N/A,Lahore,2021,"11,000 km",Petrol,1500 cc,Automatic
Toyota Prado  2019 TX 2.7 for Sale,Call,N/A,Lahore,2019,"26,000 km",Petrol,2700 cc,Automatic
Toyota Prado  2019 TX 2.7 for Sale,Call,N/A,Lahore,2019,"36,000 km",Petrol,2700 cc,Automatic
Mercedes Benz E Class  2021 E200 for Sale,Call,N/A,Lahore,2021,"10,000 km",Petrol,2000 cc,Automatic
Mercedes Benz E Class  2007 E200 for Sale,PKR 63lacs,N/A,Islamabad,2007,"180,000 km",Petrol,1800 cc,Automatic
Mercedes Benz C Class  2021 C200 for Sale,PKR 3.1crore,N/A,Lahore,2021,"25,000 km",Petrol,1500 cc,Automatic
Toyota Yaris  2021 ATIV X CVT 1.5 for Sale,PKR 42.6lacs,N/A,Lahore,2021,"38,300 km",Petrol,11500 cc,Automatic
Toyota Aqua  2015 S for Sale,PKR 40lacs,N/A,Karachi,2015,"72,000 km",Hybrid,1500 cc,Automatic
Honda Vezel  2017 Hybrid Z Honda Sensing  for Sale,Call,N/A,Karachi,2017,"65,000 km",Petrol,1500 cc,Automatic
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale9.3/10,PKR 51.5lacs,N/A,Islamabad,2019,"68,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2014 Altis CVT-i 1.8 for Sale,PKR 38.5lacs,N/A,Lahore,2014,"123,000 km",Petrol,1800 cc,Automatic
Honda City 5th (GM2) Generation 2017 1.3 i-VTEC Prosmatec for Sale,PKR 36.5lacs,N/A,Islamabad,2017,"99,862 km",Petrol,1300 cc,Automatic
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 56lacs,N/A,Karachi,2020,"70,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2005 SE Saloon for Sale,PKR 22lacs,N/A,Islamabad,2005,"327,500 km",Petrol,1600 cc,Manual
Hyundai Sonata  2021 2.5 for Sale,PKR 89.4lacs,N/A,Karachi,2021,"21,000 km",Petrol,2500 cc,Automatic
Honda City 5th (GM2) Generation 2018 Aspire 1.5 i-VTEC for Sale,PKR 36lacs,N/A,Faisalabad,2018,"62,000 km",Petrol,1500 cc,Manual
Toyota Aqua  2020 S for Sale,PKR 61.5lacs,N/A,Karachi,2020,"86,000 km",Hybrid,1500 cc,Automatic
Mercedes Benz E Class 4th (W212) Generation 2013 E200 for Sale,PKR 1.2crore,N/A,Islamabad,2013,"99,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2015 Altis Automatic 1.6 for Sale,PKR 40lacs,N/A,Lahore,2015,"170,000 km",Petrol,1600 cc,Automatic
Honda City  2017 1.5 i-VTEC for Sale,PKR 36.5lacs,N/A,Islamabad,2017,"63,000 km",Petrol,1500 cc,Manual
Toyota Corolla  2015 Altis Automatic 1.6 for Sale,PKR 35lacs,N/A,Peshawar,2015,"162,000 km",Petrol,1600 cc,Automatic
Honda Civic EK 1997 VTi Automatic 1.6 for Sale,PKR 13.5lacs,N/A,Islamabad,1997,"150,000 km",Petrol,1600 cc,Automatic
Toyota Corolla  2013 GLi 1.3 VVTi for Sale,PKR 33.5lacs,N/A,Hangu,2013,"105,000 km",Petrol,1300 cc,Manual
Toyota Corolla  2015 Altis Automatic 1.6 for Sale,PKR 41.5lacs,N/A,Bahawalpur,2015,"57,000 km",Petrol,1600 cc,Automatic
Toyota Corolla 9th (E120) Generation 2007 XLi for Sale,PKR 15.85lacs,N/A,Islamabad,2007,"175,550 km",Petrol,1300 cc,Manual
Honda City 5th (GM2) Generation 2019 1.3 i-VTEC Prosmatec for Sale,PKR 36.75lacs,N/A,Lahore,2019,"50,000 km",Petrol,1300 cc,Automatic
Toyota Corolla  2010 GLi 1.3 VVTi for Sale,PKR 26.9lacs,N/A,Rawalpindi,2010,"98,000 km",Petrol,1300 cc,Manual
Honda Civic  2014 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 34lacs,N/A,Lahore,2014,"58,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2010 Altis Cruisetronic 1.8 for Sale,PKR 29.9lacs,N/A,Faisalabad,2010,"136,000 km",Petrol,1800 cc,Automatic
Honda N Wgn  2014 Custom G L Package for Sale,PKR 22.95lacs,N/A,Karachi,2014,"120,000 km",Petrol,660 cc,Automatic
Proton Saga  2024 1.3L Ace A/T for Sale,PKR 37lacs,N/A,Rawalpindi,2024,"1,500 km",Petrol,1299 cc,Automatic
Toyota Prius  2015 S Touring Selection 1.8 for Sale,PKR 55.6lacs,N/A,Islamabad,2015,"158,000 km",Hybrid,1800 cc,Automatic
Toyota Corolla  2018 Altis Grande CVT-i 1.8 for Sale8.7/10,PKR 54.25lacs,N/A,Rawalpindi,2018,"48,103 km",Petrol,1800 cc,Automatic
Toyota Corolla  2020 Altis Grande 1.8 for Sale,PKR 47lacs,N/A,Faisalabad,2020,"98,000 km",Petrol,1800 cc,Manual
Toyota Corolla  2006 XLi for Sale,PKR 14.25lacs,N/A,Gujranwala,2006,"300,000 km",Petrol,1300 cc,Manual
Honda BR-V  2020 i-VTEC S for Sale,PKR 51.5lacs,N/A,Lahore,2020,"77,000 km",Petrol,1500 cc,Automatic
Toyota Corolla  2021 Altis X Automatic 1.6 for Sale,PKR 53lacs,N/A,Jauharabad,2021,"38,178 km",Petrol,1600 cc,Automatic
Toyota Fortuner  2021 2.7 V for Sale,PKR 1.4crore,N/A,Lahore,2021,"34,000 km",Petrol,2700 cc,Automatic
Toyota C-HR  2018 G for Sale9.6/10,PKR 87lacs,N/A,Lahore,2018,"108,966 km",Hybrid,1800 cc,Automatic
Toyota Land Cruiser  2016 ZX for Sale,Call,N/A,Karachi,2016,"47,776 km",Petrol,4600 cc,Automatic
Toyota Camry  2022 High Grade for Sale,PKR 2.6crore,N/A,Karachi,2022,"9,900 km",Hybrid,2500 cc,Automatic
Range Rover Autobiography  2018 P400e for Sale,Call,N/A,Karachi,2018,"26,400 km",Hybrid,2000 cc,Automatic
Honda Civic  2008 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 21.8lacs,N/A,Islamabad,2008,"240,000 km",Petrol,1600 cc,Manual
Mercedes Benz E Class  2021 E 180 Exclusive for Sale,PKR 3.55crore,N/A,Lahore,2021,"12,000 km",Petrol,1500 cc,Automatic
Honda City 5th (GM2) Generation 2011 1.3 i-VTEC Prosmatec for Sale,PKR 28.4lacs,N/A,Rawalpindi,2011,"181,000 km",Petrol,1300 cc,Automatic
Toyota Land Cruiser  2013 ZX for Sale,PKR 3.13crore,N/A,Lahore,2013,"84,000 km",Petrol,4600 cc,Automatic
Toyota Aqua  2012 S for Sale7.4/10,PKR 33lacs,N/A,Islamabad,2012,"89,758 km",Hybrid,1500 cc,Automatic
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale9.3/10,PKR 63.9lacs,N/A,Lahore,2021,"126,452 km",Petrol,1800 cc,Automatic
Toyota Land Cruiser  2019 ZX for Sale9.7/10,Call,N/A,Islamabad,2019,"17,330 km",Petrol,4600 cc,Automatic
Honda Civic  2005 VTi 1.6 for Sale,PKR 16.45lacs,N/A,Islamabad,2005,"230,000 km",Petrol,1500 cc,Manual
Mercedes Benz C Class  2009 C180 for Sale,PKR 56lacs,N/A,Peshawar,2009,"100,000 km",Petrol,1600 cc,Automatic
Toyota Corolla  2000 Assista X Package 1.5 for Sale,PKR 23.5lacs,N/A,Bannu,2000,"105,000 km",Petrol,1496 cc,Automatic
Honda City 5th (GM2) Generation 2018 1.3 i-VTEC for Sale,PKR 36.4lacs,N/A,Lahore,2018,"70,000 km",Petrol,1300 cc,Manual
Honda City  2010 1.3 i-VTEC for Sale,PKR 22.5lacs,N/A,Rawalpindi,2010,"183,000 km",Petrol,1300 cc,Manual
Toyota Corolla  2009 GLi 1.3 VVTi for Sale,PKR 22.75lacs,N/A,Islamabad,2009,"185,000 km",Petrol,1300 cc,Manual
Honda Civic  2000 VTi 1.6 for Sale,PKR 10.4lacs,N/A,Peshawar,2000,"165,487 km",Petrol,1600 cc,Manual
Toyota Corolla  2015 Altis 1.8 for Sale,PKR 39lacs,N/A,Islamabad,2015,"131,000 km",Petrol,1800 cc,Manual
Honda City 5th (GM2) Generation 2017 1.3 i-VTEC Prosmatec for Sale,PKR 28.75lacs,N/A,Lahore,2017,"99,000 km",Petrol,1300 cc,Automatic
Toyota Prius  2007 G 1.5 for Sale,PKR 28.9lacs,N/A,Swabi,2007,"100,000 km",Hybrid,1500 cc,Automatic
Changan Karvaan  2024 Plus 1.2 for Sale,PKR 31.75lacs,N/A,Lahore,2024,1 km,Petrol,1200 cc,Manual
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 54.75lacs,N/A,Peshawar,2019,85 km,Petrol,1800 cc,Automatic
Toyota Corolla  2019 Altis Grande CVT-i 1.8 for Sale,PKR 57.85lacs,N/A,Islamabad,2019,"63,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2018 GLi 1.3 VVTi for Sale,PKR 37.5lacs,N/A,Faisalabad,2018,"98,000 km",Petrol,1300 cc,Manual
Honda City 5th (GM2) Generation 2018 Aspire 1.5 i-VTEC for Sale,PKR 37lacs,N/A,Dera ismail khan,2018,"43,000 km",Petrol,1500 cc,Manual
Honda City  2019 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 41lacs,N/A,Faisalabad,2019,"110,000 km",Petrol,1500 cc,Automatic
Toyota Land Cruiser  2017 ZX for Sale,PKR 4.4crore,N/A,Islamabad,2017,"80,000 km",Petrol,4600 cc,Automatic
Toyota Corolla  2017 Altis Automatic 1.6 for Sale,PKR 43lacs,N/A,Karachi,2017,"85,000 km",Petrol,1600 cc,Automatic
Toyota Corolla  2022 Altis X Automatic 1.6 Special Edition for Sale,PKR 63lacs,N/A,Karachi,2022,"8,300 km",Petrol,1598 cc,Automatic
Honda City 5th (GM2) Generation 2016 1.3 i-VTEC Prosmatec for Sale,PKR 35.8lacs,N/A,Islamabad,2016,"49,000 km",Petrol,1300 cc,Automatic
Toyota Corolla  2016 Altis CVT-i 1.8 for Sale,PKR 42.8lacs,N/A,Faisalabad,2016,"120,000 km",Petrol,1800 cc,Automatic
Toyota Camry XV40 2006 Up-Spec Automatic 2.4 for Sale,PKR 28lacs,N/A,Karachi,2006,"100,000 km",Petrol,2400 cc,Automatic
Suzuki Bolan  2011 VX (CNG) for Sale,PKR 13lacs,N/A,Mirpur A.K.,2011,"59,800 km",Petrol,800 cc,Manual
Honda City  2017 Aspire Prosmatec 1.3 i-VTEC for Sale,PKR 37.5lacs,N/A,Gujrat,2017,"68,000 km",Petrol,1300 cc,Automatic
Toyota Yaris  2020 GLI CVT 1.3 for Sale,PKR 39.85lacs,N/A,Lahore,2020,"66,000 km",Petrol,1300 cc,Automatic
Toyota Rav4  2019 AWD Hybrid  for Sale,Call,N/A,Islamabad,2019,"9,500 km",Hybrid,2500 cc,Automatic
Honda City  2006 i-DSI Vario for Sale,PKR 18.75lacs,N/A,Lahore,2006,"182,000 km",Petrol,1300 cc,Automatic
Hyundai Elantra  2023 GLS for Sale,PKR 63.24lacs,N/A,Lahore,2023,"33,000 km",Petrol,2000 cc,Automatic
Toyota Corolla  2021 Altis X Automatic 1.6 Special Edition for Sale,PKR 59.5lacs,N/A,Islamabad,2021,"39,000 km",Petrol,1598 cc,Automatic
Honda Vezel  2018 Hybrid Z Honda Sensing  for Sale,PKR 73lacs,N/A,Islamabad,2018,"56,908 km",Petrol,1500 cc,Automatic
Hyundai Elantra  2021 GLS for Sale8.2/10,PKR 55.9lacs,N/A,Lahore,2021,"79,350 km",Petrol,2000 cc,Automatic
Honda N Box  2021  for Sale,Call,N/A,Karachi,2021,"42,388 km",Petrol,660 cc,Automatic
Nissan Serena  2019 HIGHWAY STAR for Sale,PKR 71lacs,N/A,Karachi,2019,"79,000 km",Hybrid,2000 cc,Automatic
Toyota Corolla  2013 GLi 1.3 VVTi for Sale,PKR 29.5lacs,N/A,Rawalpindi,2013,"168,000 km",Petrol,1300 cc,Manual
Suzuki Every  2020 PA for Sale,Call,N/A,Gujranwala,2020,"81,000 km",Petrol,660 cc,Automatic
KIA Sportage  2021 AWD for Sale,PKR 71.75lacs,N/A,Gujranwala,2021,"55,000 km",Petrol,2000 cc,Automatic
Toyota Yaris  2022 ATIV X CVT 1.5 for Sale,PKR 46.5lacs,N/A,Faisalabad,2022,"38,000 km",Petrol,1500 cc,Automatic
Toyota Yaris  2020 GLI CVT 1.3 for Sale,PKR 39.85lacs,N/A,Lahore,2020,"66,000 km",Petrol,1300 cc,Automatic
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 65lacs,N/A,Islamabad,2020,"50,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2009 Altis Cruisetronic 1.8 for Sale,PKR 25.75lacs,N/A,Karachi,2009,"92,000 km",Petrol,1800 cc,Automatic
Honda Civic Rebirth 2013 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 36lacs,N/A,Gujranwala,2013,"165,000 km",Petrol,1800 cc,Automatic
Mercedes Benz C Class  2003 C180 for Sale,PKR 25lacs,N/A,Islamabad,2003,"250,000 km",Petrol,2000 cc,Automatic
Toyota C-HR  2019 G for Sale,PKR 1.15crore,N/A,Lahore,2019,"49,000 km",Hybrid,1800 cc,Automatic
Honda HR-V  2024 VTi-S for Sale,PKR 82lacs,N/A,Rawalpindi,2024,500 km,Petrol,1500 cc,Automatic
Audi e-tron  2022 50 Quattro 230 kW for Sale,PKR 2.35crore,N/A,Lahore,2022,"31,400 km",Electric,60.0 kWh,Automatic
Honda City  2017 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 36.4lacs,N/A,Karachi,2017,"74,000 km",Petrol,1500 cc,Automatic
Honda City  2017 1.3 i-VTEC Prosmatec for Sale,PKR 35lacs,N/A,Islamabad,2017,"108,000 km",Petrol,1300 cc,Automatic
Toyota Yaris  2024 ATIV X CVT 1.5 Black Interior for Sale,PKR 65.7lacs,N/A,Karachi,2024,"1,300 km",Petrol,1500 cc,Automatic
Changan Alsvin  2022 1.5L DCT Lumiere for Sale,PKR 40.5lacs,N/A,Lahore,2022,"12,500 km",Petrol,1500 cc,Automatic
Honda Civic  2004 VTi 1.6 for Sale,PKR 16.7lacs,N/A,Rawalpindi,2004,"140,000 km",Petrol,1300 cc,Manual
Audi e-tron  2020 50 Quattro 230 kW for Sale,PKR 2.22crore,N/A,Lahore,2020,"37,000 km",Electric,60.0 kWh,Automatic
Honda City  2005 i-DSI for Sale,PKR 14.3lacs,N/A,Lahore,2005,99 km,Petrol,1300 cc,Manual
Toyota Pixis Epoch  2015  for Sale,PKR 24lacs,N/A,Karachi,2015,"91,000 km",Petrol,660 cc,Automatic
Honda Civic  2012 VTi 1.8 i-VTEC for Sale,PKR 30.5lacs,N/A,Sialkot,2012,"190,000 km",Petrol,1800 cc,Manual
Suzuki Bolan  2012 VX (CNG) for Sale,PKR 9.2lacs,N/A,Peshawar,2012,"125,000 km",Petrol,800 cc,Manual
Honda Civic Reborn 2009 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 25.9lacs,N/A,Lahore,2009,"92,000 km",Petrol,1800 cc,Automatic
Honda City 5th (GM2) Generation 2018 1.3 i-VTEC Prosmatec for Sale,PKR 39.25lacs,N/A,Lahore,2018,"39,500 km",Petrol,1300 cc,Automatic
Toyota Prado  2019 TX 2.7 for Sale,PKR 2.75crore,N/A,Karachi,2019,"9,000 km",Petrol,2700 cc,Automatic
Mercedes Benz EQC  2020 400 4MATIC for Sale,PKR 1.89crore,N/A,Karachi,2020,"76,000 km",Electric,800.0 kWh,Automatic
Toyota Corolla  2014 Altis CVT-i 1.8 for Sale,PKR 40.5lacs,N/A,Peshawar,2014,"160,121 km",Petrol,1800 cc,Automatic
Toyota Corolla  2010 XLi VVTi for Sale,PKR 23.65lacs,N/A,Hafizabad,2010,"156,500 km",Petrol,1300 cc,Manual
KIA Sportage  2020 Alpha for Sale,PKR 60lacs,N/A,Lahore,2020,"68,000 km",Petrol,2000 cc,Automatic
Honda BR-V  2022 i-VTEC S for Sale,PKR 54lacs,N/A,Karachi,2022,"39,000 km",Petrol,1500 cc,Automatic
Hyundai Sonata  2021 2.5 for Sale,PKR 90lacs,N/A,Islamabad,2021,"31,000 km",Petrol,2500 cc,Automatic
Toyota C-HR  2018 G-LED for Sale,PKR 78.5lacs,N/A,Peshawar,2018,"150,000 km",Hybrid,1800 cc,Automatic
Honda Vezel  2015 Hybrid Z for Sale7.2/10,PKR 52lacs,N/A,Karachi,2015,"86,218 km",Hybrid,1500 cc,Automatic
Toyota Prado  2019 TX L Package 2.7 for Sale,PKR 3.15crore,N/A,Lahore,2019,"30,000 km",Petrol,2700 cc,Automatic
Toyota Corolla  2012 Altis 1.6 for Sale9/10,PKR 35.5lacs,N/A,Islamabad,2012,"136,808 km",Petrol,1600 cc,Manual
Toyota Yaris Cross  2020 Hybrid Z for Sale,Call,N/A,Karachi,2020,"58,000 km",Hybrid,1500 cc,Automatic
Toyota Land Cruiser  2022 ZX Gasoline 3.5L for Sale,PKR 7.3crore,N/A,Karachi,2022,"5,334 km",Petrol,3500 cc,Automatic
Toyota Land Cruiser  2023 ZX Gasoline 3.5L for Sale,PKR 7.9crore,N/A,Karachi,2023,"4,993 km",Petrol,3500 cc,Automatic
Toyota Fortuner  2017 2.7 VVTi for Sale9.5/10,PKR 1.15crore,N/A,Lahore,2017,"55,178 km",Petrol,2700 cc,Automatic
Honda BR-V  2017 i-VTEC for Sale,PKR 37.5lacs,N/A,Karachi,2017,"79,000 km",Petrol,1500 cc,Automatic
Toyota Corolla Axio  2017 Hybrid 1.5 for Sale,PKR 60.45lacs,N/A,Karachi,2017,"100,000 km",Hybrid,1500 cc,Automatic
