Name,Price,Sold By,Location,Model Year,Mileage,Fuel Type,Engine Capacity,Transmission
Toyota Land Cruiser  2001 VX Limited 4.7 for Sale,PKR 85lacs,N/A,Rawalpindi,2001,"250,000 km",Petrol,4700 cc,Automatic
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 46.8lacs,N/A,Lahore,2017,"78,000 km",Petrol,1800 cc,Automatic
Honda N Wgn  2020 Custom for Sale,PKR 43lacs,N/A,Multan,2020,1 km,Petrol,660 cc,Automatic
Toyota Prius  2013 S LED Edition 1.8 for Sale,PKR 45.5lacs,N/A,Faisalabad,2013,"93,000 km",Hybrid,1800 cc,Automatic
Honda Civic  2017 Turbo 1.5 VTEC CVT for Sale,PKR 46.9lacs,N/A,Islamabad,2017,"98,000 km",Petrol,1500 cc,Automatic
Toyota Corolla  2019 GLi Automatic 1.3 VVTi for Sale,PKR 43.25lacs,N/A,Karachi,2019,"53,000 km",Petrol,1300 cc,Automatic
Toyota Prius  2019 A Premium for Sale,PKR 81lacs,N/A,Islamabad,2019,"56,000 km",Hybrid,1800 cc,Automatic
Toyota Corolla  2009 GLi 1.3 VVTi for Sale,PKR 21lacs,N/A,Multan,2009,"183,000 km",Petrol,1300 cc,Manual
Toyota Raize  2021 Hybrid Z for Sale,PKR 82.5lacs,N/A,Faisalabad,2021,"51,000 km",Hybrid,1200 cc,Automatic
Toyota Raize  2023 Z for Sale,PKR 82lacs,N/A,Islamabad,2023,"1,300 km",Petrol,1000 cc,Automatic
Honda City 5th (GM2) Generation 2020 1.3 i-VTEC for Sale,PKR 37.5lacs,N/A,Islamabad,2020,"68,000 km",Petrol,1300 cc,Manual
Lexus LX Series  2019 LX570 for Sale9.9/10,PKR 6.9crore,N/A,Karachi,2019,"48,055 km",Petrol,5700 cc,Automatic
Lexus LX Series  2022 LX 600 Ultra Luxury for Sale,PKR 13.25crore,N/A,Karachi,2022,"9,000 km",Petrol,3500 cc,Automatic
Hyundai Tucson  2022 FWD A/T GLS Sport for Sale9.5/10,PKR 75lacs,N/A,Islamabad,2022,"62,970 km",Petrol,2000 cc,Automatic
Honda Vezel  2021 e-HEV Play for Sale9.6/10,PKR 1.15crore,N/A,Lahore,2021,"34,990 km",Hybrid,1500 cc,Automatic
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 59.5lacs,N/A,Islamabad,2020,"48,000 km",Petrol,1800 cc,Automatic
Toyota Yaris  2022 ATIV X CVT 1.5 for Sale9.9/10,PKR 55lacs,N/A,Rawalpindi,2022,"15,226 km",Petrol,1500 cc,Automatic
Porsche Cayenne  2013 S E-Hybrid Platinum Edition for Sale,Call,N/A,Lahore,2013,"53,295 km",Hybrid,3000 cc,Automatic
Honda Vezel  2017 Hybrid RS Honda Sensing  for Sale,PKR 61lacs,N/A,Karachi,2017,"90,000 km",Petrol,1500 cc,Automatic
Toyota Corolla  2016 GLi 1.3 VVTi for Sale,PKR 32.5lacs,N/A,Lahore,2016,11 km,Petrol,1300 cc,Manual
Mitsubishi Rvr  2013 G for Sale,PKR 39lacs,N/A,Lahore,2013,"110,000 km",Petrol,1800 cc,Automatic
KIA Sportage  2021 FWD for Sale,PKR 64.75lacs,N/A,Lahore,2021,"43,500 km",Petrol,2000 cc,Automatic
Hyundai Sonata  2022 2.5 for Sale,PKR 85.9lacs,N/A,Lahore,2022,"32,200 km",Petrol,2500 cc,Automatic
Toyota Corolla  2019 Altis Grande CVT-i 1.8 for Sale,PKR 58.5lacs,N/A,Vehari,2019,"90,000 km",Petrol,1800 cc,Automatic
Toyota Yaris  2022 ATIV X CVT 1.5 for Sale,PKR 52lacs,N/A,Lahore,2022,"4,800 km",Petrol,1500 cc,Automatic
Toyota Corolla  2019 Altis Grande CVT-i 1.8 for Sale,PKR 54.5lacs,N/A,Lahore,2019,"94,000 km",Petrol,1800 cc,Automatic
Toyota Raize  2019 Z for Sale,PKR 48.45lacs,N/A,Lahore,2019,"22,000 km",Petrol,1000 cc,Automatic
Toyota Land Cruiser 6th (J100) Generation 2002 Cygnus for Sale,PKR 85lacs,N/A,Rawalpindi,2002,"12,222 km",Petrol,4700 cc,Automatic
Honda Vezel  2014 Hybrid Z for Sale,PKR 48lacs,N/A,Islamabad,2014,"176,203 km",Hybrid,1500 cc,Automatic
Toyota Corolla  2021 Altis Grande X CVT-i 1.8 Beige Interior for Sale,PKR 62lacs,N/A,Mandi bahauddin,2021,"46,000 km",Petrol,1800 cc,Automatic
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 55lacs,N/A,Sialkot,2018,"90,000 km",Petrol,1800 cc,Automatic
Honda Civic Rebirth 2014 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 35.5lacs,N/A,Lahore,2014,"99,000 km",Petrol,1800 cc,Automatic
Nissan Clipper  2012  for Sale,PKR 11.75lacs,N/A,Karachi,2012,"87,000 km",Petrol,660 cc,Automatic
Audi A3  2019 1.2 TFSI Standard for Sale,PKR 95lacs,N/A,Karachi,2019,"25,740 km",Petrol,1200 cc,Automatic
Toyota Corolla 9th (E120) Generation 2008 XLi for Sale,PKR 15.6lacs,N/A,Karachi,2008,"145,000 km",Petrol,1300 cc,Manual
Suzuki Bolan  2019 Cargo Van Euro ll for Sale,PKR 17lacs,N/A,Islamabad,2019,"47,000 km",Petrol,800 cc,Manual
MG 4  2024 Excite for Sale,PKR 1.1crore,N/A,Karachi,2024,100 km,Electric,51.0 kWh,Automatic
KIA Sportage  2021 FWD for Sale,PKR 65lacs,N/A,Lahore,2021,"105,519 km",Petrol,2000 cc,Automatic
Toyota Voxy  2015 X for Sale,PKR 58.5lacs,N/A,Karachi,2015,"142,000 km",Hybrid,2000 cc,Automatic
Toyota Corolla  2021 Altis Grande X CVT-i 1.8 Black Interior for Sale,PKR 63lacs,N/A,Gujrat,2021,"49,900 km",Petrol,1800 cc,Automatic
Nissan Clipper  2017 DX for Sale,PKR 19.75lacs,N/A,Karachi,2017,"125,000 km",Petrol,660 cc,Automatic
Toyota Corolla 9th (E120) Generation 2003 2.0D Saloon for Sale,PKR 16.5lacs,N/A,Dina,2003,"450,000 km",Diesel,2000 cc,Manual
Toyota Corolla  2020 GLi Automatic 1.3 VVTi for Sale,PKR 46.5lacs,N/A,Karachi,2020,"19,000 km",Petrol,1300 cc,Automatic
Toyota Corolla  2009 XLi VVTi Limited Edition for Sale,PKR 19.5lacs,N/A,Muridke,2009,"200,425 km",Petrol,1300 cc,Manual
Suzuki Baleno  2002 JXR for Sale,PKR 8.1lacs,N/A,Okara,2002,"120,000 km",Petrol,1300 cc,Manual
Land Rover Defender  2006 110 for Sale,PKR 22lacs,N/A,Multan,2006,"80,000 km",Diesel,2198 cc,Manual
Toyota Corolla  2018 GLi 1.3 VVTi for Sale,PKR 42.75lacs,N/A,Gujrat,2018,"105,000 km",Petrol,1300 cc,Manual
Honda Freed  2015 + Hybrid G Honda Sensing for Sale,PKR 34.99lacs,N/A,Lahore,2015,"70,000 km",Hybrid,1500 cc,Automatic
Honda Vezel  2015 Hybrid Z for Sale9.2/10,PKR 55lacs,N/A,Peshawar,2015,"88,115 km",Hybrid,1500 cc,Automatic
Honda City  2017 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 37.15lacs,N/A,Islamabad,2017,"114,000 km",Petrol,1500 cc,Automatic
Honda Civic  2014 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 37lacs,N/A,Islamabad,2014,"94,000 km",Petrol,1800 cc,Automatic
Toyota Fortuner  2023 GR-S for Sale,PKR 2.09crore,N/A,Islamabad,2023,"7,000 km",Diesel,2800 cc,Automatic
Toyota Aqua  2015  for Sale7.9/10,PKR 48lacs,N/A,Lahore,2015,"74,715 km",Hybrid,1500 cc,Automatic
Hyundai Elantra  2021 GLS for Sale9.8/10,PKR 61.5lacs,N/A,Karachi,2021,"27,780 km",Petrol,2000 cc,Automatic
Toyota Corolla  2022 Altis X Automatic 1.6 Special Edition for Sale,PKR 62lacs,N/A,Faisalabad,2022,"90,500 km",Petrol,1598 cc,Automatic
Toyota Land Cruiser  2008 AX G Selection for Sale9/10,PKR 2crore,N/A,Faisalabad,2008,"96,406 km",Petrol,4600 cc,Automatic
Honda Civic  2017 1.8 i-VTEC CVT for Sale8.1/10,PKR 44lacs,N/A,Rawalpindi,2017,"94,600 km",Petrol,1800 cc,Automatic
Honda City 5th (GM2) Generation 2020 Aspire 1.5 i-VTEC for Sale9/10,PKR 39lacs,N/A,Lahore,2020,"131,927 km",Petrol,1500 cc,Manual
Honda Civic  2022 1.5 VTEC Turbo Oriel for Sale,PKR 70lacs,N/A,Karachi,2022,"30,000 km",Petrol,1500 cc,Automatic
Toyota Corolla  2015 XLi VVTi for Sale,PKR 35.5lacs,N/A,Charsadda,2015,"180,000 km",Petrol,1300 cc,Manual
Toyota Raize  2020 Z for Sale,PKR 60.95lacs,N/A,Karachi,2020,"30,500 km",Petrol,1000 cc,Automatic
Honda Civic Reborn 2007 VTi Oriel Prosmatec 1.8 i-VTEC for Sale7.1/10,PKR 20lacs,N/A,Karachi,2007,"205,077 km",Petrol,1800 cc,Automatic
Toyota Corolla  2015 GLi 1.3 VVTi for Sale,PKR 36.5lacs,N/A,Gujranwala,2015,"150,000 km",Petrol,1300 cc,Manual
Suzuki Bolan  2008 VX for Sale,PKR 10lacs,N/A,Lahore,2008,"1,000 km",Petrol,800 cc,Manual
Honda Vezel  2014 Hybrid X for Sale,PKR 44lacs,N/A,Quetta,2014,"150,000 km",Hybrid,1500 cc,Automatic
Honda City  2016 1.3 i-VTEC for Sale,PKR 32.25lacs,N/A,Lahore,2016,"54,000 km",Petrol,1300 cc,Manual
Honda City 5th (GM2) Generation 2018 1.3 i-VTEC for Sale,PKR 34.25lacs,N/A,Lahore,2018,"120,000 km",Petrol,1300 cc,Manual
Toyota Corolla  2018 GLi 1.3 VVTi for Sale,PKR 38.75lacs,N/A,Islamabad,2018,"87,000 km",Petrol,1300 cc,Manual
Toyota Corolla  2018 GLi 1.3 VVTi for Sale,PKR 45lacs,N/A,Okara,2018,"159,000 km",Petrol,1300 cc,Manual
Toyota Corolla  2018 Altis Automatic 1.6 for Sale,PKR 46.6lacs,N/A,Lahore,2018,"76,000 km",Petrol,1600 cc,Automatic
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 48.9lacs,N/A,Lahore,2018,"90,000 km",Petrol,1800 cc,Automatic
Toyota Raize  2020 Z for Sale,PKR 60lacs,N/A,Lahore,2020,"29,000 km",Petrol,1000 cc,Automatic
Suzuki Spacia  2020 X for Sale,PKR 40lacs,N/A,Lahore,2020,"30,000 km",Hybrid,660 cc,Automatic
Hyundai Tucson  2024 FWD A/T GLS Sport for Sale,PKR 86lacs,N/A,Rahim Yar Khan,2024,820 km,Petrol,2000 cc,Automatic
Toyota Noah  2018 G for Sale,PKR 75lacs,N/A,Karachi,2018,"81,000 km",Hybrid,1800 cc,Automatic
Toyota Corolla  2018 GLi 1.3 VVTi for Sale,PKR 39.5lacs,N/A,Gujrat,2018,"153,000 km",Petrol,1300 cc,Manual
Honda Civic Reborn 2011 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 27.75lacs,N/A,Multan,2011,"162,500 km",Petrol,1800 cc,Automatic
Toyota Land Cruiser  2018 ZX for Sale,PKR 4.45crore,N/A,Islamabad,2018,"67,000 km",Petrol,4600 cc,Automatic
Honda Civic  2016 Turbo 1.5 VTEC CVT for Sale,PKR 48.75lacs,N/A,Islamabad,2016,"106,000 km",Petrol,1500 cc,Automatic
Toyota Corolla  2019 Altis Grande CVT-i 1.8 for Sale,PKR 60.5lacs,N/A,Mirpur A.K.,2019,"54,000 km",Petrol,1800 cc,Automatic
Honda City 5th (GM2) Generation 2017 1.3 i-VTEC Prosmatec for Sale,PKR 33lacs,N/A,Islamabad,2017,"76,000 km",Petrol,1300 cc,Automatic
Toyota Prado  2014 TX L Package 2.7 for Sale,PKR 1.92crore,N/A,Islamabad,2014,"92,000 km",Petrol,2700 cc,Automatic
Honda Civic Rebirth 2015 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 38.75lacs,N/A,Islamabad,2015,"94,847 km",Petrol,1800 cc,Automatic
Toyota Prius  2021 PHV (Plug In Hybrid) for Sale,PKR 1.12crore,N/A,Peshawar,2021,"48,000 km",Hybrid,1800 cc,Automatic
KIA Grand Carnival  2020 EX for Sale10/10,PKR 91.5lacs,N/A,Karachi,2020,"23,494 km",Petrol,3300 cc,Automatic
Toyota Camry XV50 2013 Hybrid for Sale7.8/10,PKR 68lacs,N/A,Lahore,2013,"152,507 km",Hybrid,2500 cc,Automatic
FAW V2  2017 VCT-i for Sale6.1/10,PKR 16.5lacs,N/A,Lahore,2017,"121,060 km",Petrol,1300 cc,Manual
Peugeot 2008  2023 Allure for Sale10/10,PKR 69lacs,N/A,Lahore,2023,"6,617 km",Petrol,1200 cc,Automatic
Proton X70  2022 Premium FWD for Sale9.8/10,PKR 72lacs,N/A,Karachi,2022,"15,596 km",Petrol,1500 cc,Automatic
Changan Alsvin  2022 1.5L DCT Comfort for Sale9.7/10,PKR 37.5lacs,N/A,Karachi,2022,"15,821 km",Petrol,1500 cc,Automatic
Honda Civic Rebirth 2015 VTi Prosmatec 1.8 i-VTEC for Sale7.2/10,PKR 31.5lacs,N/A,Karachi,2015,"96,023 km",Petrol,1800 cc,Automatic
KIA Sportage  2022 FWD for Sale9.8/10,PKR 79lacs,N/A,Karachi,2022,"3,632 km",Petrol,2000 cc,Automatic
Toyota Corolla  2019 GLi Automatic 1.3 VVTi for Sale,PKR 45.5lacs,N/A,Lahore,2019,"82,000 km",Petrol,1300 cc,Automatic
Honda City 5th (GM2) Generation 2019 Aspire Prosmatec 1.5 i-VTEC for Sale8.7/10,PKR 41.5lacs,N/A,Lahore,2019,"71,815 km",Petrol,1500 cc,Automatic
Suzuki Liana  2006 RXi for Sale5.3/10,PKR 13lacs,N/A,Lahore,2006,"213,488 km",Petrol,1300 cc,Manual
MG HS  2023 Essence for Sale9.4/10,PKR 74lacs,N/A,Karachi,2023,"7,723 km",Petrol,1500 cc,Automatic
Toyota Corolla  2017 Altis Grande CVT-i 1.8 for Sale,PKR 46.8lacs,N/A,Faisalabad,2017,"110,000 km",Petrol,1800 cc,Automatic
Toyota Yaris  2020 ATIV CVT 1.3 for Sale,PKR 37.75lacs,N/A,Karachi,2020,"41,000 km",Petrol,1300 cc,Automatic
Toyota Corolla  2012 GLi 1.3 VVTi for Sale,PKR 22.5lacs,N/A,Jhelum,2012,100 km,Petrol,1300 cc,Manual
Toyota C-HR  2017 S-LED for Sale,PKR 67lacs,N/A,Gujranwala,2017,"78,000 km",Hybrid,1800 cc,Automatic
Honda City  2017 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 38lacs,N/A,Islamabad,2017,"119,000 km",Petrol,1500 cc,Automatic
Toyota Corolla  2015 GLi Automatic 1.3 VVTi for Sale,PKR 33.8lacs,N/A,Allahabad,2015,"124,000 km",Petrol,1300 cc,Automatic
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 59.75lacs,N/A,Karachi,2020,"47,000 km",Petrol,1800 cc,Automatic
Toyota Corolla 9th (E120) Generation 2004 SE Saloon for Sale,PKR 15lacs,N/A,Lahore,2004,"170,000 km",Petrol,1600 cc,Manual
Mitsubishi Lancer  2006 GLX Automatic 1.3 for Sale,PKR 16lacs,N/A,Vehari,2006,"119,000 km",Petrol,1300 cc,Automatic
Toyota Corolla  2018 Altis Automatic 1.6 for Sale,PKR 50lacs,N/A,Islamabad,2018,"52,000 km",Petrol,1600 cc,Automatic
Honda Vezel  2014 Hybrid Z for Sale5.4/10,PKR 42lacs,N/A,Lahore,2014,"137,764 km",Hybrid,1500 cc,Automatic
Changan Alsvin  2021 1.5L DCT Lumiere for Sale,PKR 35.5lacs,N/A,Karachi,2021,"32,000 km",Petrol,1500 cc,Automatic
Toyota Corolla  2017 Altis Grande CVT-i 1.8 for Sale,PKR 52lacs,N/A,Islamabad,2017,"90,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2004 GLi 1.3 for Sale,PKR 14.5lacs,N/A,Multan,2004,"40,000 km",Petrol,1300 cc,Manual
Toyota Voxy  2018 2.0 CVT for Sale,PKR 70lacs,N/A,Lahore,2018,"66,000 km",Hybrid,2000 cc,Automatic
KIA Sportage  2020 FWD for Sale,PKR 65lacs,N/A,Faisalabad,2020,"51,000 km",Petrol,2000 cc,Automatic
Honda Civic Rebirth 2015 VTi Oriel 1.8 i-VTEC for Sale,PKR 40lacs,N/A,Rawalpindi,2015,"108,000 km",Petrol,1800 cc,Manual
Toyota Corolla  2023 Altis Grande X CVT-i 1.8 Black Interior for Sale,PKR 73lacs,N/A,Bahawalpur,2023,"22,000 km",Petrol,1800 cc,Automatic
Toyota Belta  2010 X 1.0 for Sale,PKR 24lacs,N/A,Karachi,2010,"90,000 km",Petrol,1000 cc,Automatic
Honda Civic Reborn 2007 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 21.8lacs,N/A,Karachi,2007,"99,300 km",Petrol,1800 cc,Automatic
Honda City  2012 1.3 i-VTEC Prosmatec for Sale,PKR 26.8lacs,N/A,Karachi,2012,"80,000 km",Petrol,1300 cc,Automatic
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 55lacs,N/A,Karachi,2020,"70,000 km",Petrol,1800 cc,Automatic
Honda Civic  2022 Oriel 1.8 i-VTEC CVT for Sale,PKR 64.9lacs,N/A,Karachi,2022,"21,000 km",Petrol,1800 cc,Automatic
Honda City 5th (GM2) Generation 2009 1.3 i-VTEC for Sale,PKR 24lacs,N/A,Islamabad,2009,"100,000 km",Petrol,1300 cc,Manual
Toyota Prado  2012 TX 2.7 for Sale8.9/10,PKR 1.58crore,N/A,Karachi,2012,"61,079 km",Petrol,2700 cc,Automatic
KIA Sportage  2022 FWD for Sale9.7/10,PKR 72.5lacs,N/A,Karachi,2022,"17,364 km",Petrol,2000 cc,Automatic
Toyota Fortuner  2022 Legender  for Sale9.6/10,PKR 1.75crore,N/A,Lahore,2022,"20,599 km",Diesel,2800 cc,Automatic
Honda Civic  2008 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 21lacs,N/A,Rawalpindi,2008,"310,000 km",Petrol,1800 cc,Automatic
Honda City 5th (GM2) Generation 2014 Aspire 1.5 i-VTEC for Sale,PKR 26.45lacs,N/A,Islamabad,2014,"98,000 km",Petrol,1500 cc,Manual
Honda Vezel  2016 Hybrid Z for Sale8.1/10,PKR 47lacs,N/A,Karachi,2016,"158,820 km",Hybrid,1500 cc,Automatic
Toyota Corolla  2022 Altis 1.6 X CVT-i Special Edition for Sale9.8/10,PKR 67.2lacs,N/A,Faisalabad,2022,"19,921 km",Petrol,1600 cc,Automatic
KIA Sportage  2022 AWD for Sale9.5/10,PKR 74lacs,N/A,Karachi,2022,"38,730 km",Petrol,2000 cc,Automatic
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,Call,N/A,Karachi,2020,"29,000 km",Petrol,1800 cc,Automatic
Honda Vezel  2019 Hybrid RS Honda Sensing  for Sale,PKR 79.5lacs,N/A,Lahore,2019,"88,000 km",Petrol,1500 cc,Automatic
Honda City 5th (GM2) Generation 2019 1.3 i-VTEC Prosmatec for Sale8.3/10,PKR 36.5lacs,N/A,Karachi,2019,"85,551 km",Petrol,1300 cc,Automatic
Honda Civic  2024 Oriel for Sale,Call,N/A,Karachi,2024,"9,000 km",Petrol,1500 cc,Automatic
DFSK Glory 580  2024 Pro for Sale10/10,PKR 66.5lacs,N/A,Karachi,2024,196 km,Petrol,1500 cc,Automatic
Toyota Prado  2012 TX 2.7 for Sale8.9/10,PKR 1.58crore,N/A,Karachi,2012,"61,079 km",Petrol,2700 cc,Automatic
Honda Civic  2021 1.5 RS Turbo for Sale,PKR 73lacs,N/A,Lahore,2021,"116,000 km",Petrol,1500 cc,Automatic
Toyota Fortuner  2018 2.8 Sigma 4 for Sale,PKR 1.3crore,N/A,Islamabad,2018,"66,000 km",Diesel,2800 cc,Automatic
Honda Vezel  2014 Hybrid Z for Sale,PKR 52lacs,N/A,Islamabad,2014,"80,000 km",Hybrid,1500 cc,Automatic
Toyota Corolla  2017 Altis Grande CVT-i 1.8 for Sale,PKR 39.5lacs,N/A,Rahwali,2017,"170,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2017 GLi 1.3 VVTi for Sale,PKR 37.9lacs,N/A,Lahore,2017,"82,220 km",Petrol,1300 cc,Manual
Honda Civic  1998 VTi 1.6 for Sale,PKR 11.95lacs,N/A,Mardan,1998,"252,525 km",Petrol,1600 cc,Manual
Honda City  2009 1.3 i-VTEC for Sale,PKR 24.5lacs,N/A,Islamabad,2009,"188,606 km",Petrol,1300 cc,Manual
Honda City  2007 i-DSI for Sale,PKR 16.2lacs,N/A,Arifwala,2007,"120,000 km",Petrol,1300 cc,Manual
Changan Karvaan  2021 Plus for Sale,PKR 21.5lacs,N/A,Karachi,2021,"31,000 km",Petrol,1000 cc,Manual
Lexus LX Series  2019 LX570 for Sale,PKR 6.95crore,N/A,Karachi,2019,"47,000 km",Petrol,5700 cc,Automatic
Honda N Wgn  2020 G for Sale,PKR 36.5lacs,N/A,Lahore,2020,"45,012 km",Petrol,660 cc,Automatic
Changan Alsvin  2021 1.5L DCT Comfort for Sale,PKR 34lacs,N/A,Lahore,2021,"68,000 km",Petrol,1500 cc,Automatic
Toyota Corolla  2009 XLi VVTi for Sale,PKR 19lacs,N/A,Narang mandi,2009,"180,000 km",Petrol,1300 cc,Manual
Honda City  2005 i-DSI for Sale,PKR 14.25lacs,N/A,Lahore,2005,"288,000 km",Petrol,1300 cc,Manual
Audi e-tron  2022 50 Quattro Sportback 230kW for Sale,PKR 2.8crore,N/A,Karachi,2022,"15,000 km",Electric,95.0 kWh,Automatic
Honda City  2007 i-DSI for Sale,PKR 18.5lacs,N/A,Faisalabad,2007,"160,000 km",Petrol,1300 cc,Manual
MG HS  2021 Trophy for Sale,PKR 63.5lacs,N/A,Lahore,2021,"29,000 km",Petrol,1500 cc,Automatic
Honda N Wgn  2020 G for Sale,PKR 33lacs,N/A,Karachi,2020,"27,000 km",Petrol,660 cc,Automatic
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 51lacs,N/A,Faisalabad,2019,"91,000 km",Petrol,1800 cc,Automatic
Honda CR-V  1999 G 2.0 for Sale,PKR 26lacs,N/A,Haripur,1999,"200,000 km",Petrol,2000 cc,Automatic
Lexus LX Series  2016 LX570 for Sale,Call,N/A,Islamabad,2016,"63,000 km",Petrol,5700 cc,Automatic
Daihatsu Hijet  2016 Special for Sale,PKR 18.75lacs,N/A,Karachi,2016,"125,000 km",Petrol,660 cc,Automatic
Honda Civic Reborn 2008 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 21.15lacs,N/A,Bahawalpur,2008,"173,000 km",Petrol,1800 cc,Automatic
Honda City 5th (GM2) Generation 2017 1.3 i-VTEC for Sale,PKR 31lacs,N/A,Sheikhupura,2017,"90,000 km",Petrol,1300 cc,Manual
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 55lacs,N/A,Islamabad,2017,"198,000 km",Petrol,1800 cc,Automatic
DFSK Glory 580  2024 Pro for Sale9.7/10,PKR 67lacs,N/A,Karachi,2024,138 km,Petrol,1500 cc,Automatic
Audi e-tron  2020 50 Quattro 230 kW for Sale9.4/10,PKR 1.95crore,N/A,Karachi,2020,"51,933 km",Electric,60.0 kWh,Automatic
Toyota Raize  2020 Z for Sale9.7/10,PKR 64lacs,N/A,Karachi,2020,"40,383 km",Petrol,1000 cc,Automatic
Honda Vezel  2014 Hybrid X for Sale7.5/10,PKR 42.5lacs,N/A,Rawalpindi,2014,"129,187 km",Hybrid,1500 cc,Automatic
Honda City 5th (GM2) Generation 2016 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 34lacs,N/A,Karachi,2016,"85,000 km",Petrol,1500 cc,Automatic
Honda City  2005 i-DSI for Sale3.1/10,PKR 13lacs,N/A,Lahore,2005,"162,007 km",Petrol,1300 cc,Manual
Honda City 5th (GM2) Generation 2019 1.3 i-VTEC Prosmatec for Sale,PKR 38.5lacs,N/A,Rawalpindi,2019,"65,000 km",Petrol,1300 cc,Automatic
Honda Civic Reborn 2010 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 25.9lacs,N/A,Rawalpindi,2010,"150,000 km",Petrol,1800 cc,Automatic
Honda N Wgn  2020 Custom for Sale8.2/10,PKR 35lacs,N/A,Gujranwala,2020,"33,586 km",Petrol,660 cc,Automatic
Toyota Corolla  2019 XLi Automatic for Sale,PKR 39.95lacs,N/A,Lahore,2019,"83,000 km",Petrol,1300 cc,Automatic
Toyota Corolla  2019 Altis Grande CVT-i 1.8 for Sale,PKR 57.25lacs,N/A,Sargodha,2019,"95,000 km",Petrol,1800 cc,Automatic
Suzuki Liana  2013 RXi (CNG) for Sale,PKR 12.8lacs,N/A,Islamabad,2013,"12,345 km",Petrol,1300 cc,Manual
Mercedes Benz C Class  2007 C200 for Sale,PKR 44.5lacs,N/A,Islamabad,2007,"190,000 km",Petrol,1800 cc,Automatic
Suzuki Every 11th Generation (JDM) 2018 Join Turbo for Sale,PKR 25.8lacs,N/A,Lahore,2018,"50,000 km",Petrol,660 cc,Automatic
Toyota Aqua  2021  for Sale,PKR 61lacs,N/A,Lahore,2021,"23,000 km",Hybrid,1500 cc,Automatic
Mercedes Benz E Class 5th (W213) Generation 2020 E 180 AMG for Sale,Call,N/A,Karachi,2020,"55,000 km",Petrol,1500 cc,Automatic
Toyota Corolla  2023 Altis Grande X CVT-i 1.8 Black Interior for Sale,PKR 76.9lacs,N/A,Kohat,2023,"2,900 km",Petrol,1800 cc,Automatic
Toyota Corolla 8th (E110) Generation 1996 GL for Sale,PKR 12.8lacs,N/A,Haripur,1996,"150,000 km",Petrol,1300 cc,Manual
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale9.5/10,PKR 48.9lacs,N/A,Faisalabad,2017,"67,379 km",Petrol,1800 cc,Automatic
Changan Karvaan  2021 Base Model 1.0 for Sale,PKR 22.5lacs,N/A,Lahore,2021,"70,000 km",Petrol,1000 cc,Manual
Toyota Corolla Axio  2006 G for Sale,PKR 43lacs,N/A,Peshawar,2006,"100,000 km",Petrol,1500 cc,Automatic
Proton Saga  2021 1.3L Standard M/T for Sale,PKR 26.5lacs,N/A,Bahawalpur,2021,"33,000 km",Petrol,1300 cc,Manual
Toyota Corolla 8th (E110) Generation 1998 XE for Sale,PKR 12.5lacs,N/A,Islamabad,1998,123 km,Petrol,1300 cc,Manual
Honda City 5th (GM2) Generation 2018 1.3 i-VTEC Prosmatec for Sale,PKR 35lacs,N/A,Lahore,2018,"118,000 km",Petrol,1300 cc,Automatic
Toyota Surf  2017 SSR-X 2.7 for Sale,PKR 42lacs,N/A,Karachi,2017,"155,000 km",Petrol,2700 cc,Automatic
Honda Civic Eagle Eye 2005 VTi Prosmatec 1.6 for Sale,PKR 15.5lacs,N/A,Peshawar,2005,"88,888 km",Petrol,1600 cc,Automatic
Toyota Corolla  2015 XLi VVTi for Sale,PKR 30lacs,N/A,Gujranwala,2015,"100,000 km",Petrol,1300 cc,Manual
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 58lacs,N/A,Hyderabad,2020,"62,500 km",Petrol,1800 cc,Automatic
Toyota Corolla  2011 XLi VVTi for Sale,PKR 21lacs,N/A,Mian Channu,2011,"12,345 km",Petrol,1300 cc,Manual
